dataset,n-features,n-classes,n-numerical-features,n-categorical-features,n-binary-features,n-grid-samples,fold,n-train-samples,n-test-samples,n-trees,train-acc,test-acc,prune-prop,n-prune-prop-samples,n-mip-trees,mip-prune-train-acc,mip-prune-test-acc,mip-prune-prop-train-acc,mip-prune-train-fidelity,mip-prune-test-fidelity,mip-prune-prop-train-fidelity,mip-prune-grid-fidelity,mip-time,n-random-trees,random-prune-train-acc,random-prune-test-acc,random-prune-prop-train-acc,random-prune-train-fidelity,random-prune-test-fidelity,random-prune-prop-train-fidelity,random-prune-grid-fidelity,n-greedy-trees,greedy-prune-train-acc,greedy-prune-test-acc,greedy-prune-prop-train-acc,greedy-prune-train-fidelity,greedy-prune-test-fidelity,greedy-prune-prop-train-fidelity,greedy-prune-grid-fidelity
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,1,952,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,5.686277151107788,5.0,0.9873949579831933,0.8991596638655462,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.773,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,2,1904,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,7.090859413146973,5.0,0.9884453781512605,0.8781512605042017,0.9884453781512605,0.9884453781512605,0.8991596638655462,0.9884453781512605,0.7419,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,3,2856,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,10.852494716644287,5.0,0.9873949579831933,0.9285714285714286,0.9873949579831933,0.9873949579831933,0.9663865546218487,0.9873949579831933,0.7637,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,4,3808,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,12.33611512184143,5.0,0.9842436974789915,0.9201680672268907,0.9842436974789915,0.9842436974789915,0.9411764705882353,0.9842436974789915,0.7487,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,5,4760,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,10.610561609268188,5.0,0.9852941176470589,0.9285714285714286,0.9852941176470589,0.9852941176470589,0.9747899159663865,0.9852941176470589,0.7196,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,6,5712,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,1.296095848083496,5.0,0.9789915966386554,0.8907563025210085,0.9789915966386554,0.9789915966386554,0.9285714285714286,0.9789915966386554,0.765,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,7,6664,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,11.333789587020874,5.0,0.9831932773109243,0.9243697478991597,0.9831932773109243,0.9831932773109243,0.9537815126050421,0.9831932773109243,0.7721,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,8,7616,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,9.308535099029541,5.0,0.9863445378151261,0.8949579831932774,0.9863445378151261,0.9863445378151261,0.9159663865546218,0.9863445378151261,0.779,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,9,8568,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,13.303457021713257,5.0,0.9821428571428571,0.8991596638655462,0.9821428571428571,0.9821428571428571,0.9369747899159664,0.9821428571428571,0.7362,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,10,9520,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,12.219355583190918,5.0,0.9884453781512605,0.9117647058823529,0.9884453781512605,0.9884453781512605,0.9411764705882353,0.9884453781512605,0.7472,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,1,952,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,5.057011842727661,5.0,0.990546218487395,0.957983193277311,0.990546218487395,0.990546218487395,0.9705882352941176,0.990546218487395,0.6806,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,2,1904,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,7.382399320602417,5.0,0.9926470588235294,0.9411764705882353,0.9926470588235294,0.9926470588235294,0.9621848739495799,0.9926470588235294,0.7038,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,3,2856,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,10.162862539291382,5.0,0.9894957983193278,0.9243697478991597,0.9894957983193278,0.9894957983193278,0.9621848739495799,0.9894957983193278,0.7665,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,4,3808,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,13.177526235580444,5.0,0.9915966386554622,0.9285714285714286,0.9915966386554622,0.9915966386554622,0.9495798319327731,0.9915966386554622,0.7655,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,5,4760,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,11.214497566223145,5.0,0.9779411764705882,0.9327731092436975,0.9779411764705882,0.9779411764705882,0.9453781512605042,0.9779411764705882,0.7106,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,6,5712,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,1.81972074508667,5.0,0.9915966386554622,0.9327731092436975,0.9915966386554622,0.9915966386554622,0.9453781512605042,0.9915966386554622,0.7354,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,7,6664,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,10.562551021575928,5.0,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.957983193277311,0.9894957983193278,0.7598,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,8,7616,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,11.430697202682495,5.0,0.990546218487395,0.9243697478991597,0.990546218487395,0.990546218487395,0.9453781512605042,0.990546218487395,0.7167,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,9,8568,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,13.589597463607788,5.0,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9663865546218487,0.9894957983193278,0.6771,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,2,952,238,100,1.0,0.9537815126050421,10,9520,5,1.0,0.9369747899159664,1.0,1.0,0.9747899159663865,1.0,0.7395,12.668140888214111,5.0,0.9947478991596639,0.9243697478991597,0.9947478991596639,0.9947478991596639,0.9621848739495799,0.9947478991596639,0.7151,5,0.9947478991596639,0.9453781512605042,0.9947478991596639,0.9947478991596639,0.9663865546218487,0.9947478991596639,0.7384
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,1,952,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,2.479875326156616,5.0,0.990546218487395,0.8949579831932774,0.990546218487395,0.990546218487395,0.9369747899159664,0.990546218487395,0.7491,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,2,1904,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,11.163177967071533,5.0,0.9810924369747899,0.8865546218487395,0.9810924369747899,0.9810924369747899,0.9369747899159664,0.9810924369747899,0.7401,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,3,2856,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,9.45228123664856,5.0,0.9873949579831933,0.9033613445378151,0.9873949579831933,0.9873949579831933,0.9621848739495799,0.9873949579831933,0.7604,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,4,3808,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,19.874375343322754,5.0,0.9873949579831933,0.8823529411764706,0.9873949579831933,0.9873949579831933,0.9327731092436975,0.9873949579831933,0.779,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,5,4760,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,16.309199810028076,5.0,0.9842436974789915,0.8949579831932774,0.9842436974789915,0.9842436974789915,0.9621848739495799,0.9842436974789915,0.7392,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,6,5712,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,2.918590784072876,5.0,0.9884453781512605,0.907563025210084,0.9884453781512605,0.9884453781512605,0.9495798319327731,0.9884453781512605,0.7365,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,7,6664,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,15.978094577789307,5.0,0.9831932773109243,0.9033613445378151,0.9831932773109243,0.9831932773109243,0.9537815126050421,0.9831932773109243,0.7409,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,8,7616,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,15.542879819869995,5.0,0.9873949579831933,0.9201680672268907,0.9873949579831933,0.9873949579831933,0.9621848739495799,0.9873949579831933,0.7242,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,9,8568,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,17.019113540649414,5.0,0.9842436974789915,0.8697478991596639,0.9842436974789915,0.9842436974789915,0.9117647058823529,0.9842436974789915,0.6957,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,3,952,238,100,1.0,0.9243697478991597,10,9520,5,1.0,0.8865546218487395,1.0,1.0,0.9453781512605042,1.0,0.7406,15.596041917800903,5.0,0.9873949579831933,0.9033613445378151,0.9873949579831933,0.9873949579831933,0.9453781512605042,0.9873949579831933,0.7445,5,0.9873949579831933,0.8865546218487395,0.9873949579831933,0.9873949579831933,0.9369747899159664,0.9873949579831933,0.7601
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,4,952,238,100,1.0,0.9243697478991597,1,952,5,1.0,0.9285714285714286,1.0,1.0,0.9705882352941176,1.0,0.7363,2.6688802242279053,5.0,0.9863445378151261,0.8823529411764706,0.9863445378151261,0.9863445378151261,0.9243697478991597,0.9863445378151261,0.7444,5,0.9926470588235294,0.9117647058823529,0.9926470588235294,0.9926470588235294,0.9621848739495799,0.9926470588235294,0.7803
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,4,952,238,100,1.0,0.9243697478991597,2,1904,5,1.0,0.9285714285714286,1.0,1.0,0.9705882352941176,1.0,0.7363,3.9638254642486572,5.0,0.9926470588235294,0.9033613445378151,0.9926470588235294,0.9926470588235294,0.9453781512605042,0.9926470588235294,0.7522,5,0.9926470588235294,0.9117647058823529,0.9926470588235294,0.9926470588235294,0.9621848739495799,0.9926470588235294,0.7803
