dataset,n-features,n-classes,n-numerical-features,n-categorical-features,n-binary-features,n-grid-samples,fold,n-train-samples,n-test-samples,n-trees,train-acc,test-acc,prune-prop,n-prune-prop-samples,n-mip-trees,mip-prune-train-acc,mip-prune-test-acc,mip-prune-prop-train-acc,mip-prune-train-fidelity,mip-prune-test-fidelity,mip-prune-prop-train-fidelity,mip-prune-grid-fidelity,mip-time,n-random-trees,random-prune-train-acc,random-prune-test-acc,random-prune-prop-train-acc,random-prune-train-fidelity,random-prune-test-fidelity,random-prune-prop-train-fidelity,random-prune-grid-fidelity,n-greedy-trees,greedy-prune-train-acc,greedy-prune-test-acc,greedy-prune-prop-train-acc,greedy-prune-train-fidelity,greedy-prune-test-fidelity,greedy-prune-prop-train-fidelity,greedy-prune-grid-fidelity
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.1,95,2,0.9327731092436975,0.8319327731092437,1.0,0.9327731092436975,0.8445378151260504,1.0,0.71,0.35384202003479004,2.0,0.9380252100840336,0.8613445378151261,0.9578947368421052,0.9380252100840336,0.8487394957983193,0.9578947368421052,0.6565,2,0.930672268907563,0.8277310924369747,0.9894736842105263,0.930672268907563,0.8319327731092437,0.9894736842105263,0.637
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.2,190,3,0.9758403361344538,0.8613445378151261,1.0,0.9758403361344538,0.8991596638655462,1.0,0.7224,0.06072425842285156,3.0,0.9863445378151261,0.8991596638655462,0.968421052631579,0.9863445378151261,0.9537815126050421,0.968421052631579,0.6942,3,0.976890756302521,0.8907563025210085,0.9894736842105263,0.976890756302521,0.9201680672268907,0.9894736842105263,0.7556
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.30000000000000004,285,3,0.9810924369747899,0.8571428571428571,1.0,0.9810924369747899,0.8781512605042017,1.0,0.7195,0.9870588779449463,3.0,0.976890756302521,0.8949579831932774,0.9824561403508771,0.976890756302521,0.9327731092436975,0.9824561403508771,0.7113,3,0.9842436974789915,0.8991596638655462,0.9894736842105263,0.9842436974789915,0.9453781512605042,0.9894736842105263,0.7303
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.4,380,3,0.9873949579831933,0.907563025210084,1.0,0.9873949579831933,0.9201680672268907,1.0,0.7222,1.1201448440551758,3.0,0.9894957983193278,0.9327731092436975,0.9894736842105263,0.9894957983193278,0.9453781512605042,0.9894736842105263,0.7354,3,0.9842436974789915,0.8865546218487395,0.9894736842105263,0.9842436974789915,0.9159663865546218,0.9894736842105263,0.7095
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.5,476,4,0.9926470588235294,0.8865546218487395,1.0,0.9926470588235294,0.9159663865546218,1.0,0.6963,3.0805020332336426,4.0,0.967436974789916,0.8949579831932774,0.957983193277311,0.967436974789916,0.9159663865546218,0.957983193277311,0.7151,4,0.9831932773109243,0.8949579831932774,0.9915966386554622,0.9831932773109243,0.907563025210084,0.9915966386554622,0.724
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.6,571,4,0.9947478991596639,0.8991596638655462,1.0,0.9947478991596639,0.9369747899159664,1.0,0.6765,1.2129645347595215,4.0,0.9779411764705882,0.8781512605042017,0.9719789842381786,0.9779411764705882,0.9159663865546218,0.9719789842381786,0.6949,4,0.9863445378151261,0.8991596638655462,0.9912434325744308,0.9863445378151261,0.9201680672268907,0.9912434325744308,0.704
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.7000000000000001,666,5,0.9968487394957983,0.9243697478991597,1.0,0.9968487394957983,0.9621848739495799,1.0,0.7551,4.672606706619263,5.0,0.9810924369747899,0.9117647058823529,0.975975975975976,0.9810924369747899,0.9411764705882353,0.975975975975976,0.7576,5,0.9926470588235294,0.9369747899159664,0.9924924924924925,0.9926470588235294,0.9747899159663865,0.9924924924924925,0.7622
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.8,761,5,0.9989495798319328,0.9117647058823529,1.0,0.9989495798319328,0.9495798319327731,1.0,0.7608,7.706140041351318,5.0,0.9800420168067226,0.9117647058823529,0.9802890932982917,0.9800420168067226,0.957983193277311,0.9802890932982917,0.7404,5,0.9936974789915967,0.9285714285714286,0.9934296977660972,0.9936974789915967,0.9495798319327731,0.9934296977660972,0.7932
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,0.9,856,5,0.9989495798319328,0.9117647058823529,1.0,0.9989495798319328,0.9495798319327731,1.0,0.7442,7.453777074813843,5.0,0.9884453781512605,0.9117647058823529,0.9871495327102804,0.9884453781512605,0.9495798319327731,0.9871495327102804,0.7289,5,0.9926470588235294,0.9411764705882353,0.991822429906542,0.9926470588235294,0.9789915966386554,0.991822429906542,0.7664
heart-disease-dataset-(comprehensive),11,2,8,0,3,10000,1,952,238,100,1.0,0.9453781512605042,1.0,952,5,1.0,0.9033613445378151,1.0,1.0,0.9411764705882353,1.0,0.7411,10.014212608337402,5.0,0.9894957983193278,0.9243697478991597,0.9894957983193278,0.9894957983193278,0.9453781512605042,0.9894957983193278,0.7276,5,0.9894957983193278,0.9369747899159664,0.9894957983193278,0.9894957983193278,0.9747899159663865,0.9894957983193278,0.7706
